secteur_hydro_ope,periode,esp_nom_commun,esp_nom_commun_nb
E1,2015,"Chabot, Vairon, Loche franche, Gardon, Goujon, Chevaine, Perche, Carassin argente, Truite de riviere, Carpe miroir, Carpe commune, Rotengle, Anguille d'Europe, Tanche, Brème commune, Carassin, Bouvière, Epinoche, Ablette, Brochet, Gremille, Loche de rivière, Hybride brème-gardon, Brème bordelière, Sandre, Perche soleil",26
E1,2017,"Chabot, Vairon, Loche franche, Goujon, Gardon, Chevaine, Lamproie de planer, Carassin argente, Pseudorasbora, Tanche, Perche, Epinoche, Anguille d'Europe, Gobie à tache noire, Carpe agentée, Bouvière, Rotengle, Perche soleil, Brème commune, Loche de rivière, Brochet, Gremille, Able de Heckel, Lamproie indéterminée (genre Lampetra), Truite arc-en-ciel, Truite de riviere",26
E1,2019,"Loche franche, Chabot, Vairon, Chevaine, Goujon, Gardon, Truite de riviere, Lamproie de planer, Anguille d'Europe, Brème commune, Brochet, Gobie à tache noire, Perche, Loche de rivière, Tanche, Bouvière, Rotengle, Perche soleil, Ablette, Brème indéterminée, Brème bordelière, Epinoche, Gremille, Lamproie indéterminée (genre Lampetra), Truite arc-en-ciel, Carassin",26
E2,1995,"Epinoche, Gardon, Brochet, Tanche, Epinochette, Perche",6
E2,1997,"Epinoche, Able de Heckel, Gardon, Brème commune, Perche, Rotengle, Brochet",7
E2,1999,"Epinoche, Gardon, Brème bordelière, Rotengle, Able de Heckel, Perche",6
E2,2001,"Epinoche, Gardon, Rotengle, Brochet",4
E2,2003,"Epinoche, Epinochette, Perche",3
E2,2005,"Epinoche, Gardon, Perche, Brochet, Rotengle, Tanche",6
E2,2007,"Gardon, Epinoche, Perche, Carpe cuir, Able de Heckel, Rotengle, Tanche",7
E2,2009,"Gardon, Chabot, Epinoche, Perche, Goujon, Tanche, Brochet, Brème commune, Brème bordelière, Bouvière, Rotengle, Anguille d'Europe, Ablette, Vandoise, Perche soleil, Loche de rivière",16
E2,2011,"Gardon, Chabot, Cyprinidés, Perche, Tanche, Epinoche, Brème commune, Bouvière, Carassin, Pseudorasbora, Goujon, Rotengle, Brochet, Loche de rivière, Ablette, Perche soleil, Gremille, Anguille d'Europe, Loche franche, Brème bordelière, Carpe commune, Able de Heckel, Epinochette",23
E2,2013,"Epinoche, Chabot, Rotengle, Perche, Gardon, Tanche, Brochet, Bouvière, Goujon, Loche de rivière, Anguille d'Europe, Epinochette, Loche franche, Ablette, Brème bordelière, Pseudorasbora",16
E2,2015,"Bouvière, Goujon, Perche, Gardon, Loche franche, Loche de rivière, Brème bordelière, Pseudorasbora, Tanche, Brochet, Anguille d'Europe, Rotengle, Epinochette, Gremille",14
E2,2017,"Epinoche, Epinochette, Chabot, Gardon, Perche, Goujon, Brochet, Bouvière, Brème bordelière, Anguille d'Europe, Perche soleil, Loche de rivière, Sandre, Loche franche, Brème commune, Tanche",16
E2,2019,"Epinoche, Chabot, Perche, Epinochette, Brochet, Gobie à tache noire, Goujon, Perche soleil, Gardon, Anguille d'Europe, Loche de rivière, Tanche, Bouvière, Gremille",14
E3,1995,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Epinoche, Lamproie de planer, Gardon, Perche, Rotengle, Tanche, Brochet, Brème commune, Goujon, Carassin, Epinochette, Truite arc-en-ciel, Carpe miroir, Gremille, Ablette, Vandoise",20
E3,1997,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Lamproie de planer, Truite arc-en-ciel, Epinoche, Gardon, Perche, Brème commune, Ablette, Goujon, Rotengle, Epinochette, Able de Heckel, Brochet, Gremille, Tanche, Carassin",19
E3,1999,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Lamproie de planer, Truite arc-en-ciel, Gardon, Ablette, Perche, Rotengle, Tanche, Goujon, Brème bordelière, Gremille, Brème commune, Bouvière, Brochet, Sandre, Able de Heckel, Loche de rivière, Carpe miroir, Carassin",22
E3,2001,"Chabot, Truite de riviere, Anguille d'Europe, Lamproie de planer, Vairon, Truite arc-en-ciel, Gardon, Perche, Goujon, Ablette, Brème commune, Tanche, Brème bordelière, Bouvière, Rotengle, Sandre, Loche franche, Brochet, Loche de rivière, Vandoise, Epinoche, Gremille",22
E3,2003,"Chabot, Truite de riviere, Lamproie de planer, Anguille d'Europe, Epinoche, Goujon, Gardon, Brème bordelière, Loche de rivière, Brème commune, Ablette, Vandoise, Perche, Rotengle, Gremille, Bouvière, Tanche, Loche franche, Brochet, Sandre, Truite arc-en-ciel",21
E3,2005,"Chabot, Truite de riviere, Anguille d'Europe, Lamproie de planer, Truite arc-en-ciel, Loche franche, Epinoche, Gardon, Goujon, Rotengle, Perche, Brème commune, Brème bordelière, Ablette, Tanche, Brochet, Loche de rivière, Carassin, Carpe miroir, Bouvière, Sandre, Gremille",22
E3,2007,"Chabot, Truite de riviere, Anguille d'Europe, Gardon, Perche, Rotengle, Loche de rivière, Brème bordelière, Brochet, Goujon, Brème commune, Tanche, Ablette, Loche franche, Carassin, Epinoche, Truite arc-en-ciel, Sandre",18
E3,2009,"Chabot, Truite de riviere, Anguille d'Europe, Truite arc-en-ciel, Lamproie de planer, Epinoche, Gardon, Goujon, Perche, Brochet, Loche franche, Gremille, Brème commune, Loche de rivière, Tanche, Sandre, Carassin, Epinochette, Rotengle, Vandoise, Brème bordelière",21
E3,2011,"Chabot, Truite de riviere, Anguille d'Europe, Truite arc-en-ciel, Lamproie de planer, Gardon, Perche, Goujon, Loche franche, Rotengle, Loche de rivière, Tanche, Brème bordelière, Epinoche, Sandre, Brochet, Vandoise",17
E3,2013,"Chabot, Truite de riviere, Lamproie de planer, Anguille d'Europe, Truite arc-en-ciel, Gardon, Epinoche, Goujon, Perche, Loche de rivière, Loche franche, Bouvière, Rotengle, Tanche, Carassin indéterminé, Brochet, Brème bordelière, Vandoise, Epinochette, Chevaine",20
E3,2015,"Chabot, Truite de riviere, Lamproie de planer, Anguille d'Europe, Goujon, Perche, Gardon, Bouvière, Epinoche, Loche de rivière, Loche franche, Rotengle, Brème commune, Tanche, Brochet, Truite arc-en-ciel, Gremille",17
E3,2017,"Chabot, Truite de riviere, Lamproie indéterminée (genre Lampetra), Lamproie de rivière, Anguille d'Europe, Truite arc-en-ciel, Perche, Loche de rivière, Rotengle, Gremille, Loche franche, Tanche, Brème indéterminée, Gardon, Brochet, Goujon, Bouvière, Epinoche, Epinochette, Vandoise, Sandre, Chevaine",22
E3,2019,"Chabot, Truite de riviere, Anguille d'Europe, Lamproie de planer, Epinoche, Loche de rivière, Perche, Gardon, Rotengle, Loche franche, Brochet, Ablette, Carpe commune, Goujon, Tanche, Brème indéterminée, Bouvière, Vandoise, Carassin argente, Chevaine, Truite arc-en-ciel",21
E4,1995,"Anguille d'Europe, Chabot, Truite de riviere, Vairon, Lamproie de planer, Gardon, Brème commune, Perche, Ablette, Gremille, Goujon, Bouvière, Brochet, Tanche, Loche de rivière, Sandre",16
E4,1997,"Anguille d'Europe, Vairon, Truite de riviere, Chabot, Epinoche, Lamproie de planer, Gardon, Brème commune, Perche, Goujon, Tanche, Brochet, Brème bordelière, Rotengle, Gremille, Bouvière, Ablette, Loche de rivière",18
E4,1999,"Gardon, Perche, Anguille d'Europe, Brème bordelière, Gremille, Rotengle, Brochet, Loche de rivière, Tanche, Goujon, Epinoche, Ablette, Brème commune, Able de Heckel, Bouvière",15
E4,2001,"Gardon, Anguille d'Europe, Brème commune, Perche, Goujon, Tanche, Ablette, Loche de rivière, Brochet, Epinoche, Sandre, Flet commun, Gremille, Bouvière",14
E4,2003,"Loche franche, Gardon, Anguille d'Europe, Goujon, Loche de rivière, Epinoche, Perche, Able de Heckel, Chabot, Truite de riviere, Lamproie de planer, Brème bordelière, Tanche, Brochet, Brème commune, Rotengle, Ablette, Gremille, Sandre",19
E4,2005,"Loche franche, Loche de rivière, Goujon, Anguille d'Europe, Epinoche, Perche, Carassin, Gardon, Poisson chat, Bouvière, Rotengle, Brochet, Chabot, Truite de riviere, Lamproie de planer, Epinochette, Brème bordelière, Sandre, Brème commune, Ablette, Tanche, Gremille, Vairon",23
E4,2007,"Gardon, Loche franche, Goujon, Anguille d'Europe, Perche, Sandre, Loche de rivière, Ablette, Epinoche, Vandoise, Carassin, Pseudorasbora, Bouvière, Epinochette, Gremille, Brochet, Chabot, Truite de riviere, Lamproie de planer, Brème bordelière, Tanche, Brème commune, Mulet porc, Vairon, Truite de mer",25
E4,2009,"Loche de rivière, Epinoche, Anguille d'Europe, Epinochette, Goujon, Loche franche, Able de Heckel, Pseudorasbora, Perche, Ablette, Gardon, Gremille, Brème commune, Carassin, Truite de riviere, Chabot, Lamproie de planer, Truite arc-en-ciel, Rotengle, Sandre, Brochet, Brème bordelière, Vairon, Saumon atlantique",24
E4,2011,"Loche franche, Goujon, Loche de rivière, Pseudorasbora, Epinoche, Anguille d'Europe, Perche, Vandoise, Gardon, Bouvière, Carassin, Epinochette, Ablette, Gremille, Sandre, Chevaine, Chabot, Truite de riviere, Lamproie de planer, Truite arc-en-ciel, Brème commune, Brème bordelière, Brochet, Rotengle, Vairon",25
E4,2013,"Loche franche, Loche de rivière, Goujon, Gardon, Epinoche, Perche, Pseudorasbora, Bouvière, Anguille d'Europe, Epinochette, Ablette, Carassin, Brochet, Gremille, Chabot, Truite de riviere, Lamproie de planer, Vairon, Brème bordelière, Vandoise, Rotengle, Tanche, Brème commune, Sandre, Lamproie indéterminée (genre Lampetra)",25
E4,2015,"Goujon, Loche franche, Gardon, Perche, Anguille d'Europe, Epinoche, Pseudorasbora, Sandre, Loche de rivière, Able de Heckel, Gremille, Ablette, Rotengle, Brochet, Epinochette, Chevaine, Bouvière, Chabot, Truite de riviere, Lamproie indéterminée (genre Lampetra), Ombre commun, Lamproie de planer, Truite arc-en-ciel, Brème bordelière, Truite de mer",25
E4,2017,"Loche franche, Goujon, Gardon, Anguille d'Europe, Loche de rivière, Perche, Pseudorasbora, Ablette, Epinoche, Carassin, Gremille, Brème commune, Brochet, Chabot, Truite de riviere, Lamproie de planer, Truite arc-en-ciel, Brème indéterminée, Rotengle, Carpe commune, Flet commun, Vandoise, Brème bordelière, Tanche, Truite de mer",25
E4,2019,"Loche franche, Gardon, Goujon, Chevaine, Loche de rivière, Perche, Brème indéterminée, Epinoche, Anguille d'Europe, Ablette, Gremille, Pseudorasbora, Epinochette, Ide melanote, Brochet, Tanche, Carpe commune, Chabot, Lamproie de planer, Truite de riviere, Lamproie indéterminée (genre Lampetra), Rotengle, Flet commun",23
E5,1995,"Anguille d'Europe, Chabot, Truite de riviere, Lamproie de planer, Epinoche, Perche, Brochet, Truite de mer, Truite arc-en-ciel",9
E5,1997,"Anguille d'Europe, Chabot, Truite de riviere, Epinoche, Lamproie de planer, Gardon, Epinochette, Perche, Truite de mer",9
E5,1999,"Chabot, Vairon, Anguille d'Europe, Lamproie marine, Truite de riviere, Lamproie de planer, Epinoche, Lamproie de rivière, Truite arc-en-ciel, Gardon, Perche, Truite de mer",12
E5,2001,"Chabot, Vairon, Anguille d'Europe, Truite de riviere, Lamproie de planer, Truite arc-en-ciel, Truite de mer, Epinoche",8
E5,2003,"Vairon, Chabot, Anguille d'Europe, Lamproie de planer, Gardon, Truite de riviere, Epinoche, Vandoise, Lamproie de rivière, Truite arc-en-ciel, Goujon, Gremille, Perche, Truite de mer",14
E5,2005,"Vairon, Anguille d'Europe, Chabot, Lamproie de planer, Truite de riviere, Perche, Gardon, Truite arc-en-ciel, Carpe commune, Truite de mer, Goujon, Gremille, Epinoche, Brochet, Saumon atlantique",15
E5,2007,"Chabot, Vairon, Anguille d'Europe, Truite de riviere, Lamproie de planer, Flet commun, Truite de mer, Perche, Goujon, Gardon, Truite arc-en-ciel, Epinoche, Brochet, Loche franche",14
E5,2009,"Chabot, Anguille d'Europe, Truite de riviere, Vairon, Lamproie indéterminée (genre Lampetra), Lamproie de planer, Gardon, Epinoche, Goujon, Truite de mer, Loche franche",11
E5,2011,"Chabot, Truite de riviere, Anguille d'Europe, Vairon, Lamproie indéterminée (genre Lampetra), Carpe commune, Lamproie de planer, Truite arc-en-ciel, Goujon, Epinoche, Gardon, Truite de mer, Carassin, Loche franche",14
E5,2013,"Chabot, Vairon, Anguille d'Europe, Truite de riviere, Lamproie indéterminée (genre Lampetra), Truite arc-en-ciel, Epinoche, Lamproie de planer, Perche, Truite de mer, Goujon, Gardon",12
E5,2015,"Chabot, Vairon, Anguille d'Europe, Truite de riviere, Lamproie de rivière, Lamproie indéterminée (genre Lampetra), Epinoche, Lamproie de planer, Truite arc-en-ciel, Goujon, Saumon atlantique, Truite de mer, Epinochette",13
E5,2017,"Chabot, Vairon, Anguille d'Europe, Truite de riviere, Lamproie indéterminée (genre Lampetra), Epinoche, Lamproie de rivière, Truite de mer, Lamproie de planer, Goujon, Gardon, Saumon atlantique, Carrassin doré, Epinochette, Pseudorasbora, Carassin argente",16
E5,2019,"Vairon, Chabot, Anguille d'Europe, Truite de riviere, Lamproie indéterminée (genre Lampetra), Lamproie de planer, Epinoche, Saumon atlantique, Truite de mer, Gardon, Epinochette",11
E6,1993,"Truite de riviere, Chabot, Gardon, Anguille d'Europe",4
E6,1995,"Gardon, Anguille d'Europe, Perche, Brème commune, Brochet, Chabot, Vandoise, Ablette, Chevaine, Goujon, Loche franche, Truite de riviere, Tanche, Gremille, Loche de rivière, Truite arc-en-ciel, Lamproie de rivière, Barbeau fluviatile",18
E6,1997,"Chabot, Truite de riviere, Lamproie de planer, Anguille d'Europe, Gardon, Perche, Goujon, Brème commune, Chevaine, Brochet, Ablette, Vandoise, Rotengle, Tanche, Sandre, Loche franche, Brème bordelière, Barbeau fluviatile, Epinochette",19
E6,1999,"Anguille d'Europe, Perche, Gardon, Brochet, Perche soleil, Chabot, Vandoise, Epinochette, Rotengle, Chevaine, Loche franche, Goujon, Brème commune, Barbeau fluviatile, Truite arc-en-ciel, Ablette, Tanche, Brème bordelière",18
E6,2001,"Gardon, Anguille d'Europe, Perche, Ablette, Perche soleil, Brochet, Chabot, Goujon, Rotengle, Tanche, Brème commune, Loche franche, Chevaine, Vandoise, Brème bordelière, Lamproie de planer, Gremille, Truite arc-en-ciel",18
E6,2003,"Anguille d'Europe, Gardon, Perche, Brochet, Chabot, Vandoise, Goujon, Chevaine, Truite arc-en-ciel, Lamproie de planer, Loche franche, Barbeau fluviatile, Brème bordelière, Ablette, Brème commune, Lamproie marine",16
E6,2005,"Anguille d'Europe, Perche, Gardon, Chabot, Chevaine, Perche soleil, Truite de riviere, Brochet, Sandre, Lamproie de planer, Ablette, Goujon, Tanche, Vandoise, Barbeau fluviatile, Cyprinidés, Brème commune, Brème bordelière, Rotengle, Truite arc-en-ciel, Epinoche",21
E6,2007,"Anguille d'Europe, Perche, Gardon, Chevaine, Vandoise, Sandre, Loche franche, Chabot, Brochet, Lamproie de planer, Goujon, Brème commune, Barbeau fluviatile, Truite de riviere, Truite arc-en-ciel, Epinoche, Epinochette",17
E6,2009,"Gardon, Ablette, Perche, Anguille d'Europe, Gremille, Loche franche, Chabot, Brochet, Chevaine, Brème commune, Goujon, Epinochette, Vandoise, Barbeau fluviatile, Rotengle, Truite de riviere, Lamproie de planer, Epinoche, Lamproie de rivière, Truite arc-en-ciel, Flet commun, Tanche",22
E6,2011,"Gardon, Perche, Anguille d'Europe, Perche soleil, Chevaine, Goujon, Brochet, Rotengle, Brème commune, Vandoise, Chabot, Silure glane, Loche franche, Lamproie de planer, Gremille, Truite de riviere, Epinoche, Epinochette, Flet commun, Tanche, Mulet porc",21
E6,2013,"Gardon, Perche, Rotengle, Anguille d'Europe, Vandoise, Perche soleil, Chevaine, Brochet, Ablette, Goujon, Chabot, Flet commun, Brème commune, Loche franche, Gremille, Lamproie de planer, Truite de riviere, Epinoche, Epinochette, Truite arc-en-ciel, Tanche",21
E6,2015,"Perche, Gardon, Anguille d'Europe, Gremille, Chevaine, Cyprinidés, Perche soleil, Loche franche, Brochet, Goujon, Vandoise, Ablette, Chabot, Lamproie indéterminée (genre Lampetra), Rotengle, Tanche, Flet commun, Lamproie de planer, Epinochette, Epinoche, Truite de riviere, Brème bordelière",22
E6,2017,"Gardon, Perche, Anguille d'Europe, Gremille, Perche soleil, Loche franche, Vandoise, Chevaine, Goujon, Bouvière, Brochet, Chabot, Silure glane, Tanche, Flet commun, Lamproie de planer, Brème indéterminée, Epinochette, Lamproie indéterminée (genre Lampetra), Barbeau fluviatile, Truite de riviere, Epinoche, Rotengle",23
E6,2019,"Perche, Perche soleil, Gardon, Chevaine, Anguille d'Europe, Silure glane, Gremille, Ide melanote, Rotengle, Tanche, Loche franche, Vandoise, Chabot, Brochet, Brème commune, Epinochette, Goujon, Bouvière, Lamproie indéterminée (genre Lampetra), Lamproie de planer, Brème indéterminée, Barbeau fluviatile, Truite de riviere, Epinoche, Flet commun",25
F0,1993,"Gardon, Brème bordelière, Goujon, Chabot, Loche franche, Gremille, Perche, Vandoise, Brochet, Chevaine",10
F0,1995,"Vairon, Loche franche, Goujon, Chabot, Truite de riviere, Chevaine, Blageon, Barbeau fluviatile, Vandoise, Gardon, Lamproie de planer, Ablette, Anguille d'Europe, Perche, Hotu, Brème commune, Brochet, Gremille, Bouvière, Perche soleil, Tanche, Epinochette, Brème bordelière, Rotengle",24
F0,1997,"Loche franche, Vairon, Chabot, Goujon, Blageon, Vandoise, Barbeau fluviatile, Chevaine, Truite de riviere, Epinoche, Lamproie de planer, Brochet, Perche, Gardon, Anguille d'Europe, Brème commune, Gremille, Ablette, Bouvière, Brème bordelière, Hotu, Tanche, Spirlin, Rotengle",24
F0,1999,"Loche franche, Vairon, Chabot, Goujon, Blageon, Truite de riviere, Vandoise, Chevaine, Epinoche, Barbeau fluviatile, Lamproie de planer, Truite arc-en-ciel, Gardon, Ablette, Spirlin, Bouvière, Perche, Brochet, Anguille d'Europe, Perche soleil, Brème bordelière, Rotengle, Gremille, Tanche, Ombre commun, Brème commune",26
F0,2001,"Loche franche, Vairon, Chabot, Goujon, Truite de riviere, Chevaine, Barbeau fluviatile, Blageon, Ombre commun, Gardon, Brochet, Lamproie de planer, Epinoche, Vandoise, Truite arc-en-ciel, Ablette, Spirlin, Perche, Bouvière, Anguille d'Europe, Perche soleil, Gremille, Loche de rivière, Brème commune, Brème bordelière, Tanche, Lote de rivière, Rotengle",28
F0,2003,"Vairon, Blageon, Loche franche, Chevaine, Barbeau fluviatile, Vandoise, Goujon, Gardon, Lamproie de planer, Chabot, Truite de riviere, Ombre commun, Epinoche, Perche, Brème commune, Gremille, Spirlin, Ablette, Bouvière, Brochet, Anguille d'Europe, Brème bordelière, Hotu, Lote de rivière, Loche de rivière, Able de Heckel, Rotengle, Lamproie indéterminée (genre Lampetra), Tanche",29
F0,2005,"Vairon, Chevaine, Loche franche, Truite de riviere, Chabot, Epinoche, Lamproie de planer, Brochet, Goujon, Blageon, Barbeau fluviatile, Vandoise, Gremille, Gardon, Perche, Ombre commun, Truite arc-en-ciel, Ablette, Epinochette, Bouvière, Spirlin, Anguille d'Europe, Hotu, Brème commune, Brème bordelière, Loche de rivière, Silure glane, Tanche, Perche soleil, Rotengle, Lamproie indéterminée (genre Lampetra)",31
F0,2007,"Vairon, Chabot, Chevaine, Loche franche, Lamproie de planer, Truite de riviere, Epinoche, Goujon, Tanche, Brochet, Blageon, Barbeau fluviatile, Gremille, Spirlin, Vandoise, Perche, Ombre commun, Epinochette, Gardon, Ablette, Anguille d'Europe, Hotu, Brème bordelière, Bouvière, Perche soleil, Rotengle, Loche de rivière, Lamproie indéterminée (genre Lampetra)",28
F0,2009,"Vairon, Chabot, Chevaine, Ombre commun, Truite de riviere, Loche franche, Barbeau fluviatile, Vandoise, Goujon, Epinoche, Blageon, Lamproie de planer, Gremille, Brochet, Epinochette, Gardon, Hotu, Anguille d'Europe, Perche, Ablette, Spirlin, Brème bordelière, Rotengle, Brème commune, Bouvière, Tanche, Perche soleil",27
F0,2011,"Chabot, Barbeau fluviatile, Blageon, Vairon, Loche franche, Chevaine, Gremille, Goujon, Ombre commun, Truite de riviere, Vandoise, Lamproie de planer, Truite arc-en-ciel, Epinochette, Spirlin, Gardon, Perche, Hotu, Ablette, Epinoche, Brochet, Tanche, Bouvière, Anguille d'Europe, Perche soleil, Brème bordelière",26
F0,2013,"Vairon, Loche franche, Chevaine, Chabot, Epinoche, Gardon, Truite de riviere, Lamproie indéterminée (genre Lampetra), Brochet, Barbeau fluviatile, Goujon, Blageon, Gremille, Ombre commun, Epinochette, Lamproie de planer, Vandoise, Anguille d'Europe, Truite arc-en-ciel, Hotu, Ablette, Perche, Spirlin, Carpe miroir, Perche soleil, Bouvière, Loche de rivière, Rotengle, Brème bordelière, Brème commune, Pseudorasbora, Tanche",32
F0,2015,"Vairon, Chabot, Loche franche, Chevaine, Truite de riviere, Lamproie de planer, Gardon, Brochet, Blageon, Barbeau fluviatile, Goujon, Gremille, Ombre commun, Vandoise, Epinochette, Spirlin, Truite arc-en-ciel, Ablette, Hotu, Anguille d'Europe, Brème commune, Perche, Perche soleil, Bouvière, Tanche, Rotengle, Epinoche, Carassin argente",28
F0,2017,"Vairon, Chabot, Loche franche, Chevaine, Truite de riviere, Brochet, Epinoche, Lamproie de planer, Blageon, Barbeau fluviatile, Goujon, Gremille, Ombre commun, Epinochette, Spirlin, Perche soleil, Vandoise, Gardon, Ablette, Perche, Anguille d'Europe, Rotengle, Tanche, Hotu, Bouvière, Silure glane, Brème bordelière, Cyprinidés, Carpe miroir, Carpe commune",30
F0,2019,"Vairon, Chevaine, Chabot, Loche franche, Goujon, Truite de riviere, Brochet, Lamproie de planer, Gardon, Barbeau fluviatile, Blageon, Vandoise, Gremille, Cyprinidés, Ombre commun, Spirlin, Epinochette, Perche soleil, Truite arc-en-ciel, Hotu, Ablette, Perche, Epinoche, Anguille d'Europe, Tanche, Brème bordelière, Bouvière, Loche de rivière, Brème commune, Silure glane, Rotengle, Lamproie indéterminée (genre Lampetra), Carpe commune, Pseudorasbora, Carpe miroir, Carassin argente",36
F1,1993,"Vairon, Loche franche, Chabot, Truite de riviere, Vandoise, Ombre commun, Barbeau fluviatile, Gardon, Brochet, Ablette, Chevaine, Brème bordelière, Perche, Goujon, Anguille d'Europe, Epinoche, Lamproie de planer, Epinochette, Hotu, Tanche, Bouvière, Loche de rivière, Rotengle",23
F1,1995,"Truite de riviere, Chabot, Vairon, Loche franche, Vandoise, Ombre commun, Chevaine, Barbeau fluviatile, Spirlin, Goujon, Perche, Brochet, Gardon, Truite arc-en-ciel, Brème bordelière, Ablette, Anguille d'Europe, Hotu, Epinochette, Lamproie de planer, Rotengle, Lote de rivière, Perche soleil, Bouvière, Loche de rivière, Poisson chat, Carassin, Pseudorasbora, Tanche",29
F1,1997,"Truite de riviere, Chabot, Vairon, Gardon, Chevaine, Brochet, Loche franche, Ombre commun, Vandoise, Barbeau fluviatile, Spirlin, Perche, Goujon, Ablette, Brème bordelière, Lamproie de planer, Epinochette, Anguille d'Europe, Hotu, Rotengle, Bouvière, Lote de rivière, Loche de rivière, Brème commune, Carassin, Perche soleil, Tanche, Poisson chat",28
F1,1999,"Chabot, Vairon, Truite de riviere, Loche franche, Vandoise, Spirlin, Chevaine, Goujon, Ombre commun, Barbeau fluviatile, Perche, Lamproie de planer, Gardon, Brochet, Brème bordelière, Ablette, Hotu, Epinochette, Anguille d'Europe, Bouvière, Lote de rivière, Perche soleil, Rotengle, Brème commune, Tanche, Loche de rivière, Pseudorasbora, Gremille",28
F1,2001,"Chabot, Truite de riviere, Vairon, Loche franche, Chevaine, Brochet, Goujon, Ombre commun, Barbeau fluviatile, Vandoise, Gardon, Brème bordelière, Ablette, Perche, Anguille d'Europe, Spirlin, Gremille, Hotu, Lamproie de planer, Epinochette, Bouvière, Lote de rivière, Rotengle, Tanche, Perche soleil, Loche de rivière, Carassin, Epinoche, Brème commune",29
F1,2003,"Chabot, Truite de riviere, Vairon, Loche franche, Barbeau fluviatile, Chevaine, Spirlin, Vandoise, Gardon, Goujon, Ombre commun, Perche, Brochet, Lamproie de planer, Carpe miroir, Brème bordelière, Hotu, Ablette, Perche soleil, Anguille d'Europe, Gremille, Sandre, Silure glane, Epinochette, Bouvière, Pseudorasbora, Lote de rivière, Rotengle, Loche de rivière, Carassin, Lamproie indéterminée (genre Lampetra), Brème commune",32
F1,2005,"Chabot, Vairon, Truite de riviere, Chevaine, Loche franche, Goujon, Barbeau fluviatile, Vandoise, Brochet, Perche, Lamproie de planer, Gardon, Tanche, Ablette, Truite arc-en-ciel, Brème bordelière, Silure glane, Anguille d'Europe, Perche soleil, Hotu, Epinochette, Ombre commun, Bouvière, Spirlin, Pseudorasbora, Rotengle, Loche de rivière, Lamproie indéterminée (genre Lampetra), Lote de rivière, Gremille, Carassin, Sandre, Able de Heckel",33
F1,2007,"Chabot, Truite de riviere, Vairon, Chevaine, Vandoise, Lamproie de planer, Loche franche, Barbeau fluviatile, Goujon, Brochet, Perche, Gardon, Ablette, Spirlin, Brème bordelière, Silure glane, Anguille d'Europe, Gremille, Rotengle, Epinochette, Hotu, Bouvière, Pseudorasbora, Tanche, Perche soleil, Lote de rivière, Loche de rivière",27
F1,2009,"Chabot, Truite de riviere, Vairon, Chevaine, Vandoise, Loche franche, Barbeau fluviatile, Goujon, Brochet, Spirlin, Gardon, Ablette, Brème bordelière, Silure glane, Anguille d'Europe, Gremille, Hotu, Perche, Perche soleil, Tanche, Epinochette, Lamproie de planer, Bouvière, Pseudorasbora, Lote de rivière, Loche de rivière, Rotengle, Epinoche, Truite arc-en-ciel",29
F1,2011,"Truite de riviere, Chabot, Vairon, Chevaine, Loche franche, Goujon, Gardon, Perche, Lamproie de planer, Barbeau fluviatile, Brochet, Ablette, Brème bordelière, Brème commune, Spirlin, Hotu, Vandoise, Gremille, Silure glane, Anguille d'Europe, Tanche, Bouvière, Epinochette, Loche de rivière, Rotengle, Lote de rivière, Pseudorasbora, Able de Heckel",28
F1,2013,"Chabot, Vairon, Truite de riviere, Saumon de fontaine, Vandoise, Loche franche, Chevaine, Spirlin, Perche, Perche soleil, Barbeau fluviatile, Gardon, Tanche, Rotengle, Ombre commun, Anguille d'Europe, Brochet, Silure glane, Brème bordelière, Hotu, Goujon, Bouvière, Epinochette, Lamproie de planer, Ablette, Gremille, Lote de rivière, Pseudorasbora, Able de Heckel",29
F1,2015,"Chabot, Truite de riviere, Vairon, Chevaine, Loche franche, Vandoise, Brochet, Perche, Lamproie de planer, Gardon, Spirlin, Tanche, Truite arc-en-ciel, Ombre commun, Goujon, Barbeau fluviatile, Ablette, Rotengle, Brème bordelière, Hotu, Silure glane, Gremille, Anguille d'Europe, Sandre, Perche soleil, Pseudorasbora, Able de Heckel, Epinochette, Bouvière, Lote de rivière",30
F1,2017,"Truite de riviere, Vairon, Chabot, Saumon de fontaine, Chevaine, Loche franche, Barbeau fluviatile, Goujon, Vandoise, Brochet, Perche, Ombre commun, Lamproie de planer, Gardon, Ablette, Perche soleil, Hotu, Brème bordelière, Spirlin, Silure glane, Brème indéterminée, Bouvière, Tanche, Gremille, Anguille d'Europe, Epinochette, Loche de rivière, Brème commune, Rotengle, Pseudorasbora, Lote de rivière, Cyprinidés, Carpe commune",33
F1,2019,"Vairon, Chabot, Truite de riviere, Lamproie de planer, Gardon, Chevaine, Loche franche, Vandoise, Goujon, Spirlin, Barbeau fluviatile, Brochet, Perche, Saumon de fontaine, Ablette, Ombre commun, Brème bordelière, Hotu, Brème commune, Anguille d'Europe, Silure glane, Perche soleil, Bouvière, Tanche, Sandre, Rotengle, Epinochette, Truite arc-en-ciel, Loche de rivière, Pseudorasbora, Lote de rivière, Gremille",32
